SERIALNO,AGE,WRKLYR,INCTOT
0000507,29,1,34800
0000507,3,0,NA
0000507,0,0,NA
0000508,48,1,23200
0000508,38,1,17400
0000508,12,0,NA
0000508,1,0,NA
0000508,94,2,4466
0000508,78,2,2070
0000509,52,1,107804
0000509,52,2,0
0000509,14,0,NA
0000509,13,0,NA
0000510,76,2,22446
0000511,64,1,10440
0000511,63,1,25520
0000512,34,0,NA
0000513,28,1,16820
0000513,1,0,NA
0000513,0,0,NA
0000513,27,1,16239
0000513,22,2,0
0000513,21,1,18096
0000513,26,1,13919
0000514,78,2,48546
0000514,76,2,4988
0000515,34,1,16820
0000516,77,2,12876
0000516,83,2,9280
0000517,49,1,60902
0000518,44,1,39440
0000518,44,1,9314
0000519,60,2,7249
0000519,28,2,2842
0000519,94,0,NA
0000520,94,0,NA
0000521,68,1,48488
0000521,71,0,NA
0000522,84,2,10324
0000523,39,1,33060
0000523,37,1,41760
0000523,2,0,NA
0000523,0,0,NA
0000524,24,1,20880
0000524,3,0,NA
0000524,2,0,NA
0000524,26,1,31952
0000525,50,1,40600
0000525,45,1,17400
0000525,5,0,NA
0000526,52,1,17400
0000527,33,1,45820
0000528,39,1,8061
0000528,31,1,6380
0000529,74,2,36888
0000529,83,2,42456
0000530,36,1,34800
0000530,35,1,32479
0000530,8,0,NA
0000531,77,2,18038
0000531,65,2,12238
0000532,36,1,23200
0000532,45,0,NA
0000533,78,0,NA
0000534,67,0,NA
0000535,63,1,42340
0000535,63,1,40600
0000535,19,2,2088
0000536,58,1,228520
0000536,60,2,0
0000537,30,2,10672
0000537,30,1,27375
0000538,34,1,28999
0000538,15,0,NA
0000538,11,0,NA
0000538,74,2,0
0000539,80,0,NA
0000540,50,2,25752
0000540,50,1,23780
0000540,20,1,8119
0000540,18,1,406
0000541,30,1,30768
0000542,47,1,2320
0000542,47,1,28999
0000543,43,1,23200
0000543,49,1,40600
0000543,12,0,NA
0000543,10,0,NA
0000544,32,0,NA
0000545,56,2,4176
0000545,60,1,63219
0000546,69,2,5568
0000547,41,1,58115
0000547,43,2,0
0000547,16,2,0
0000547,14,0,NA
0000547,12,0,NA
0000547,7,0,NA
0000548,70,2,31493
0000549,27,1,20880
0000549,5,0,NA
0000550,89,2,23780
0000550,70,2,9048
0000550,42,1,31899
0000550,15,0,NA
0000550,6,0,NA
0000551,38,1,63811
0000552,64,1,9860
0000552,43,1,10440
0000553,36,1,27839
0000553,30,1,23200
0000554,43,1,20880
0000555,63,2,13687
0000555,64,2,9744
0000556,83,2,16588
0000556,76,2,11774
0000557,35,1,46400
0000557,36,1,30159
0000558,54,1,103820
0000558,63,1,70180
0000558,27,2,580
0000559,60,1,39382
0000559,60,1,18560
0000560,43,0,NA
0000560,31,1,19140
0000561,55,2,60319
0000561,57,1,60319
0000562,49,1,14824
0000562,60,2,0
0000562,23,2,4118
0000562,20,2,1681
0000563,65,2,10440
0000563,64,2,12992
0000563,45,1,23200
0000564,46,1,37700
0000564,42,1,57999
0000564,2,0,NA
0000565,58,1,35380
0000566,28,1,10730
0000566,0,0,NA
0000566,6,0,NA
0000566,23,2,9396
0000567,49,1,57999
0000567,49,1,17632
0000567,21,2,98
0000568,70,0,NA
0000569,22,1,18270
0000569,18,2,25926
0000569,22,1,5800
0000570,61,1,55737
0000570,61,1,69078
0000570,60,1,16820
0000571,62,1,18345
0000571,60,1,7655
0000572,54,1,228519
0000573,44,1,11832
0000573,17,2,69
0000573,17,2,69
0000574,24,1,3016
0000574,0,0,NA
0000574,2,0,NA
0000574,26,1,9512
0000575,67,2,8468
0000576,62,1,10440
0000577,94,0,NA
0000578,55,1,55099
0000579,49,1,63799
0000579,53,1,52200
0000579,13,0,NA
0000580,24,1,19720
0000581,43,2,17864
0000581,48,2,0
0000581,6,0,NA
0000581,4,0,NA
0000582,58,1,41412
0000582,57,1,32479
0000582,35,1,45820
0000583,49,1,10382
0000583,40,1,4814
0000583,11,0,NA
0000583,7,0,NA
0000584,89,2,14093
0000585,57,2,11600
0000586,36,1,113099
0000587,67,2,7812
0000587,37,1,11020
0000588,41,2,0
0000588,41,1,57999
0000588,12,0,NA
0000588,6,0,NA
0000589,80,2,10440
0000589,46,2,4930
0000589,46,2,4872
0000590,42,2,95700
0000590,9,0,NA
0000590,6,0,NA
0000591,49,1,8700
0000591,49,1,28999
0000591,19,2,2494
0000591,17,2,0
0000592,54,1,52200
0000593,84,2,29753
0000593,80,2,4059
0000594,21,1,12760
0000594,25,1,13339
0000595,25,1,7539
0000595,24,1,8781
0000595,4,0,NA
0000596,79,2,53359
0000596,78,2,5220
0000597,31,1,52200
0000598,49,2,5510
0000598,58,1,23200
0000598,39,1,31899
0000598,33,2,13571
0000598,21,2,2088
0000599,32,1,36540
0000599,38,1,33640
0000599,3,0,NA
0000599,1,0,NA
0000600,32,1,10440
0000600,14,0,NA
0000601,52,1,23780
0000602,58,2,26100
0000603,35,2,28129
0000603,17,2,0
0000603,15,0,NA
0000603,6,0,NA
0000603,4,0,NA
0000603,31,1,2436
0000604,50,1,22620
0000604,53,0,NA
0000604,30,0,NA
0000605,40,1,14499
0000605,38,1,52200
0000605,1,0,NA
0000606,39,1,21344
0000606,39,1,55099
0000606,10,0,NA
0000606,8,0,NA
0000606,2,0,NA
0000607,36,2,1739
0000607,37,1,80968
0000607,4,0,NA
0000608,27,1,23200
0000609,42,1,46400
0000610,49,1,45263
0000610,51,1,20880
0000611,48,1,6264
0000611,22,2,4350
0000612,28,1,26100
0000613,26,1,6959
0000613,4,0,NA
0000614,54,1,39440
0000615,46,1,43500
0000615,44,2,0
0000616,71,2,37120
0000616,71,2,6785
0000617,60,1,5568
0000617,60,1,13919
0000618,49,1,14499
0000618,12,0,NA
0000618,11,0,NA
0000618,36,1,11600
0000618,44,1,8700
0000619,45,1,23780
0000619,45,1,17400
0000620,33,1,87580
0000621,70,2,20880
0000622,65,1,67222
0000622,56,1,24766
0000623,33,1,13919
0000624,56,1,22040
0000625,31,1,34800
0000625,33,1,34800
0000626,83,0,NA
0000627,39,1,62639
0000627,39,2,0
0000627,2,0,NA
0000627,0,0,NA
0000628,43,2,0
0000628,50,1,159500
0000629,45,1,56839
0000629,14,0,NA
0000629,12,0,NA
0000629,9,0,NA
0000629,44,0,NA
0000630,74,2,79170
0000630,71,2,46690
0000631,62,1,60899
0000631,60,2,122959
0000632,48,1,24360
0000632,13,0,NA
0000632,12,0,NA
0000632,7,0,NA
0000633,82,2,33466
0000633,58,1,1450
0000633,0,0,NA
0000633,22,2,1392
0000633,19,2,3537
0000634,67,2,9454
0000635,34,1,20880
0000635,39,1,26100
0000635,17,1,5220
0000635,6,0,NA
0000635,31,2,1392
0000636,40,2,8818
0000636,44,2,8816
0000637,54,1,13281
0000638,80,2,13223
0000639,39,1,81780
0000639,39,1,101500
0000639,4,0,NA
0000639,3,0,NA
0000639,1,0,NA
0000640,36,1,1450
0000640,38,1,82940
0000640,6,0,NA
0000640,4,0,NA
0000641,35,2,0
0000641,13,0,NA
0000641,11,0,NA
0000641,6,0,NA
0000642,36,1,63799
0000642,37,2,2088
0000642,11,0,NA
0000642,5,0,NA
0000642,2,0,NA
0000643,61,2,9860
0000644,30,1,20880
0000644,32,1,12180
0000645,26,1,22620
0000645,33,1,16820
0000645,26,1,22040
0000646,43,1,10440
0000646,41,1,23200
0000647,34,1,16239
0000647,26,1,4640
0000647,7,0,NA
0000647,4,0,NA
0000648,57,1,17400
0000648,59,1,26100
0000649,49,1,109039
0000649,48,1,23316
0000649,16,2,0
0000650,58,1,81490
0000650,57,1,57999
0000651,56,1,66120
0000651,55,1,21054
0000652,57,2,351480
0000652,57,2,0
0000653,45,1,61827
0000653,17,2,0
0000653,12,0,NA
0000653,37,1,290
0000654,36,1,44080
0000654,35,2,0
0000654,1,0,NA
0000654,0,0,NA
0000654,10,0,NA
0000655,59,1,23780
0000656,55,1,22562
0000657,84,2,30797
0000658,52,1,22040
0000658,45,2,0
0000658,27,0,NA
0000658,24,2,0
0000659,83,2,10283
0000659,81,2,3074
0000660,36,1,24360
0000660,33,1,101500
0000660,2,0,NA
0000660,0,0,NA
0000661,49,1,20300
0000662,63,2,78653
0000662,67,2,49503
0000663,29,1,19198
0000663,29,1,12992
0000663,4,0,NA
0000663,0,0,NA
0000664,34,1,5104
0000664,35,1,4176
0000664,11,0,NA
0000664,11,0,NA
0000664,14,0,NA
0000664,69,2,10672
0000665,52,1,42456
0000666,38,1,37700
0000666,14,0,NA
0000667,47,1,43500
0000667,50,1,49300
0000668,42,2,0
0000668,42,1,69600
0000668,14,0,NA
0000668,11,0,NA
0000669,76,1,9628
0000669,56,1,46400
0000670,47,2,34800
0000670,45,2,122959
0000670,12,0,NA
0000671,63,2,26100
0000671,64,1,40020
0000672,36,1,20300
0000672,35,1,25520
0000673,55,1,23780
0000673,16,2,0
0000674,44,2,22040
0000674,43,0,NA
0000675,43,1,19140
0000675,44,1,88740
0000675,13,0,NA
0000675,10,0,NA
0000676,27,1,28999
0000676,28,1,31899
0000676,3,0,NA
0000676,2,0,NA
0000677,63,1,17980
0000677,35,1,12760
0000678,35,0,NA
0000679,64,1,57999
0000679,64,2,0
0000680,31,2,0
0000680,28,1,12760
0000680,2,0,NA
0000680,1,0,NA
0000680,22,2,0
0000681,44,1,75400
0000681,35,1,14499
0000681,7,0,NA
0000682,46,1,41760
0000682,19,1,6959
0000682,17,1,1739
0000683,38,0,NA
0000683,31,0,NA
0000683,10,0,NA
0000683,8,0,NA
0000683,6,0,NA
0000684,53,1,20880
0000684,28,1,13919
0000685,28,1,52432
0000685,28,1,92916
0000686,30,1,22417
0000686,31,1,353
0000687,60,1,179800
0000687,61,1,22620
0000687,29,2,5800
0000688,59,1,11600
0000689,37,1,49300
0000689,42,2,0
0000689,1,0,NA
0000690,53,1,52200
0000691,65,2,8294
0000691,46,2,1334
0000692,67,2,18444
0000692,66,2,27839
0000693,51,1,10440
0000693,54,1,34800
0000693,20,2,290
0000693,15,0,NA
0000694,62,2,43500
0000694,62,2,0
0000695,65,2,7655
0000696,38,1,28999
0000696,51,1,28999
0000696,15,0,NA
0000696,15,0,NA
0000697,66,1,31267
0000697,61,2,0
0000698,87,2,23432
0000699,59,2,49648
0000699,57,1,63799
0000699,23,2,3914
0000700,52,1,20300
0000700,48,2,0
0000700,16,2,0
0000701,52,2,37120
0000701,22,2,0
0000702,0,0,NA
0000703,89,0,NA
0000703,94,0,NA
0000704,68,1,10440
0000705,57,1,55215
0000705,26,1,9280
0000705,24,0,NA
0000706,31,1,58730
0000706,37,2,0
0000707,25,1,8700
0000707,25,1,8352
0000708,22,1,8236
0000708,22,1,5800
0000708,22,1,10440
0000709,53,1,26100
0000709,51,1,14499
0000710,70,2,9280
0000710,68,1,80040
0000711,86,0,NA
0000712,56,1,49300
0000712,63,1,13919
0000713,65,2,35728
0000713,31,2,0
0000714,87,2,16414
0000715,31,1,37700
0000715,44,1,23200
0000716,56,0,NA
0000716,56,0,NA
0000717,82,2,20242
0000717,76,1,25636
0000718,35,1,28959
0000718,36,1,30739
0000718,1,0,NA
0000719,64,1,74472
0000719,55,1,130499
0000720,74,0,NA
0000721,19,1,5800
0000721,19,2,0
0000722,55,1,104400
0000722,40,0,NA
0000722,20,0,NA
0000722,18,0,NA
0000722,7,0,NA
0000722,4,0,NA
0000723,53,2,8468
0000724,58,1,52200
0000724,57,1,80040
0000724,16,2,1392
0000725,67,1,42340
0000726,57,1,57999
0000726,21,1,869
0000726,17,2,0
0000727,55,1,29719
0000727,36,1,22040
0000728,58,1,9860
0000728,58,2,0
0000728,30,1,8932
0000729,45,1,23304
0000729,38,1,37700
0000729,16,1,290
0000729,9,0,NA
0000730,33,1,11600
0000730,60,2,6669
0000731,32,1,86420
0000731,30,1,66120
0000732,46,1,104400
0000732,46,2,0
0000732,15,0,NA
0000732,11,0,NA
0000733,47,1,19604
0000734,43,1,14789
0000734,18,2,348
0000735,46,1,24360
0000735,48,1,2900
0000735,21,1,11600
0000735,17,2,0
0000735,15,0,NA
0000735,14,0,NA
0000735,9,0,NA
0000735,4,0,NA
0000735,2,0,NA
0000736,26,1,20880
0000737,54,1,30768
0000737,55,1,22040
0000738,68,2,6148
0000738,52,1,5916
0000738,17,2,0
0000739,94,2,28535
0000740,88,2,16007
0000740,79,2,4872
0000741,34,2,1739
0000741,15,0,NA
0000742,57,0,NA
0000742,47,0,NA
0000742,57,0,NA
0000743,52,1,12818
0000743,21,1,4059
0000744,31,1,6611
0000744,27,1,22620
0000745,27,1,57999
0000745,27,1,6959
0000745,4,0,NA
0000746,43,1,13397
0000746,15,0,NA
0000746,14,0,NA
0000746,39,1,14093
0000747,49,2,6727
0000747,17,2,0
0000748,57,2,29069
0000748,50,1,3253
0000749,42,1,4176
0000749,19,1,6959
0000749,15,0,NA
0000749,13,0,NA
0000750,55,1,104400
0000750,55,1,57999
0000750,15,0,NA
0000751,32,1,60354
0000751,36,2,0
0000751,5,0,NA
0000751,2,0,NA
0000751,0,0,NA
0000751,14,0,NA
0000752,48,1,20880
0000752,45,2,0
0000752,19,2,0
0000753,21,2,0
0000754,51,1,34800
0000755,60,1,34800
0000755,63,1,47560
0000756,36,1,49880
0000756,33,0,NA
0000757,46,1,19140
0000757,36,1,2900
0000758,29,1,58579
0000759,63,1,28419
0000759,61,1,7539
0000760,54,1,17690
0000760,67,2,29869
0000761,94,2,24766
0000761,59,1,3479
0000762,27,1,38860
0000763,38,1,86710
0000763,35,1,3190
0000763,10,0,NA
0000763,7,0,NA
0000764,76,2,23548
0000764,65,2,5568
0000764,27,1,18792
0000765,62,1,34800
0000765,79,2,17400
0000766,51,2,58579
0000766,65,2,6264
0000767,47,2,9048
0000768,64,2,15427
0000768,66,2,6669
0000769,43,1,8700
0000770,63,2,0
0000770,66,1,19314
0000771,43,1,52780
0000771,43,1,31319
0000771,15,0,NA
0000771,3,0,NA
0000772,34,1,64959
0000772,36,2,0
0000772,2,0,NA
0000772,0,0,NA
0000773,51,1,37700
0000773,48,1,78300
0000773,17,2,434
0000774,58,1,52200
0000774,64,2,3479
0000775,33,1,21518
0000776,40,1,46400
0000776,36,2,0
0000776,4,0,NA
0000777,63,1,57999
0000777,60,1,57999
0000777,24,2,0
0000777,24,2,2900
0000778,23,1,3479
0000778,25,1,10092
0000779,50,1,46980
0000780,26,1,14673
0000780,7,0,NA
0000780,1,0,NA
0000780,27,2,4059
0000781,44,1,55099
0000781,44,1,14499
0000781,7,0,NA
0000782,45,1,48720
0000782,44,2,3190
0000782,17,2,0
0000782,14,0,NA
0000783,72,2,2320
0000784,62,1,20300
0000785,33,1,25172
0000785,5,0,NA
0000785,2,0,NA
0000786,49,2,1739
0000786,49,0,NA
0000787,29,2,0
0000787,45,1,52200
0000787,6,0,NA
0000787,5,0,NA
0000787,0,0,NA
0000788,66,2,13745
0000788,68,1,24998
0000788,43,1,20300
0000788,20,1,3479
0000788,13,0,NA
0000788,44,1,27549
0000789,38,1,23780
0000790,71,1,184382
0000790,70,2,11194
0000791,30,1,30159
0000791,28,1,33640
0000791,27,1,13281
0000792,28,1,26100
0000792,26,2,2320
0000792,2,0,NA
0000792,0,0,NA
0000793,83,0,NA
0000794,69,1,44660
0000794,69,2,14093
0000795,49,2,48140
0000795,45,2,43500
0000795,8,0,NA
0000796,39,1,80040
0000796,38,1,33640
0000797,56,1,696
0000797,58,1,56259
0000798,78,2,24186
0000799,55,1,24360
0000799,68,2,5220
0000800,54,1,20300
0000801,57,1,28999
0000801,58,1,34800
0000802,85,2,7365
0000803,37,1,9454
0000803,3,0,NA
0000803,0,0,NA
0000803,22,1,1276
0000804,70,1,16820
0000805,32,1,17980
0000805,31,1,28999
0000806,37,1,40600
0000806,37,1,57999
0000807,51,2,49300
0000807,50,2,0
0000808,60,2,6959
0000808,60,1,23200
0000808,20,0,NA
0000809,64,1,90480
0000809,66,1,16239
0000810,40,1,5800
0000810,40,1,78880
0000810,16,1,203
0000810,14,0,NA
0000810,11,0,NA
0000810,6,0,NA
0000811,41,1,29220
0000811,41,1,37700
0000811,14,0,NA
0000812,43,1,35380
0000812,41,1,7539
0000812,4,0,NA
0000813,48,1,17400
0000813,64,2,34220
0000814,59,1,55279
0000814,60,1,43076
0000815,69,2,34805
0000815,60,2,2436
0000816,59,0,NA
0000816,57,0,NA
0000816,53,0,NA
0000817,52,2,16936
0000817,56,1,4640
0000818,51,2,29695
0000819,26,1,26656
0000820,80,0,NA
0000821,40,1,10440
0000822,38,1,16738
0000822,10,0,NA
0000822,39,1,19754
0000823,61,1,41760
0000823,58,1,8700
0000824,45,1,25520
0000824,46,1,29086
0000824,10,0,NA
0000824,6,0,NA
0000824,31,1,8700
0000825,56,1,27259
0000825,57,1,9280
0000825,26,1,26679
0000826,64,2,13339
0000826,64,1,28999
0000827,58,1,159500
0000827,11,0,NA
0000827,51,1,57999
0000828,47,1,56839
0000828,48,1,2320
0000828,14,0,NA
0000828,11,0,NA
0000828,8,0,NA
0000829,77,2,12760
0000830,55,2,0
0000830,55,1,52200
0000831,41,1,28999
0000831,17,2,1160
0000831,14,0,NA
0000831,44,1,31899
0000832,94,0,NA
0000833,39,1,28999
0000833,51,1,39440
0000833,18,2,0
0000834,25,1,2900
0000835,84,2,4930
0000836,35,2,4408
0000837,52,1,15079
0000837,37,2,0
0000838,62,1,49880
0000838,62,2,21344
0000838,27,0,NA
0000839,52,1,16239
0000840,49,1,20880
0000841,33,1,46400
0000841,29,2,1392
0000841,6,0,NA
0000841,2,0,NA
0000841,14,0,NA
0000842,33,1,27723
0000842,38,1,28709
0000843,63,1,55099
0000843,66,2,15659
0000844,56,1,33941
0000844,50,1,60928
0000845,61,2,0
0000846,56,1,24940
0000846,56,2,0
0000847,57,1,62413
0000847,58,2,0
0000848,36,1,17400
0000848,35,1,23200
0000848,6,0,NA
0000848,4,0,NA
0000848,2,0,NA
0000848,21,0,NA
0000849,32,1,60899
0000849,32,2,0
0000849,1,0,NA
0000850,63,1,17458
0000850,52,2,8700
0000850,30,2,0
0000851,68,2,16588
0000851,64,2,0
0000852,51,1,20938
0000853,29,1,9280
0000853,29,1,17400
0000854,67,1,38918
0000855,40,2,0
0000855,40,1,49300
0000855,2,0,NA
0000855,0,0,NA
0000856,26,1,8700
0000856,29,1,39440
0000857,45,1,28535
0000857,42,1,38860
0000857,9,0,NA
0000857,8,0,NA
0000857,66,1,17400
0000857,65,2,0
0000858,59,2,9860
0000858,25,2,16704
0000858,26,2,0
0000859,36,1,37700
0000859,36,2,0
0000859,8,0,NA
0000859,6,0,NA
0000860,56,1,23664
0000860,30,1,12586
0000860,58,1,9802
0000861,72,2,16820
0000861,63,2,21692
0000861,17,2,12760
0000862,29,1,30739
0000862,13,0,NA
0000863,94,2,14267
0000863,68,2,6687
0000864,77,2,7655
0000864,85,2,19546
0000865,83,2,37526
0000865,59,0,NA
0000866,57,0,NA
0000867,67,2,8816
0000868,68,1,17806
0000869,54,1,43500
0000869,54,1,17400
0000870,73,0,NA
0000870,69,0,NA
0000871,52,1,22736
0000871,14,0,NA
0000872,63,2,4176
0000872,70,1,46052
0000873,63,1,46400
0000873,54,1,28999
0000874,31,1,23780
0000875,30,1,31899
0000875,36,1,17400
0000876,28,1,13803
0000876,37,1,28999
0000877,22,1,14499
0000877,22,1,10614
0000878,53,1,1855
0000878,50,1,31319
0000878,25,2,4814
0000878,18,2,0
0000878,78,2,4466
0000879,68,0,NA
0000879,59,0,NA
0000880,23,1,8700
0000880,40,1,11542
0000881,30,1,20938
0000881,31,1,33640
0000882,42,1,13919
0000882,43,1,26100
0000882,16,1,463
0000882,16,1,580
0000882,12,0,NA
0000883,62,2,13977
0000883,53,1,63219
0000884,66,2,30049
0000884,73,2,6559
0000885,52,2,1913
0000885,55,1,58086
0000886,43,1,27259
0000887,24,1,19169
0000888,29,1,11600
0000889,32,0,NA
0000889,11,0,NA
0000889,9,0,NA
0000889,4,0,NA
0000889,32,0,NA
0000890,37,1,21054
0000890,20,2,0
0000890,14,0,NA
0000890,2,0,NA
0000890,56,2,9744
0000890,39,1,1160
0000891,34,1,31899
0000892,25,0,NA
0000893,19,2,2029
0000893,20,2,1334
0000894,54,2,7249
0000894,50,0,NA
0000894,10,0,NA
0000895,41,1,228519
0000895,42,2,0
0000895,17,2,0
0000895,14,0,NA
0000895,11,0,NA
0000896,87,2,69078
0000896,85,2,3943
0000897,34,1,63799
0000897,36,2,1450
0000897,6,0,NA
0000897,4,0,NA
0000898,72,2,30217
0000898,68,2,6438
0000899,31,2,231
0000899,32,2,1566
0000900,69,1,13687
0000900,71,1,41528
0000900,23,1,6380
0000901,53,1,13223
0000902,31,2,9976
0000902,11,0,NA
0000902,8,0,NA
0000902,5,0,NA
0000902,3,0,NA
0000903,57,2,21054
0000903,55,1,15659
0000904,56,1,26969
0000904,60,2,23490
0000905,69,2,60261
0000906,71,0,NA
0000907,47,1,14499
0000907,54,0,NA
0000907,18,0,NA
0000907,14,0,NA
0000908,56,1,31656
0000908,48,1,28843
0000909,60,1,72500
0000909,59,1,21170
0000910,74,2,4872
0000910,41,2,8700
0000911,80,2,6739
0000912,73,2,11373
0000912,70,2,3363
0000913,66,2,10846
0000914,22,1,11600
0000915,33,2,4176
0000915,0,0,NA
0000915,39,2,0
0000916,29,1,51620
0000916,23,2,0
0000917,53,1,23664
0000917,14,0,NA
0000918,56,1,57419
0000918,50,1,13919
0000918,18,2,0
0000918,17,2,0
0000918,16,2,0
0000919,26,1,24940
0000919,28,1,17400
0000920,25,1,14499
0000920,3,0,NA
0000921,86,2,5222
0000922,78,2,40600
0000923,50,1,28999
0000923,25,2,0
0000923,15,0,NA
0000924,39,1,43500
0000924,44,2,13803
0000924,17,1,10440
0000925,65,2,25056
0000925,62,2,17400
0000926,33,1,45240
0000926,32,1,46400
0000926,3,0,NA
0000926,0,0,NA
0000927,23,1,31899
0000927,24,1,66700
0000928,33,1,40020
0000928,26,2,0
0000929,2,0,NA
0000930,58,1,39440
0000931,65,0,NA
0000931,39,2,24360
0000932,76,2,27955
0000933,66,2,5742
0000933,42,1,16239
0000933,17,2,0
0000933,15,0,NA
0000933,14,0,NA
0000933,36,1,13919
0000934,69,2,20300
0000935,65,1,92800
0000935,63,1,9744
0000935,31,2,4814
0000936,34,1,24360
0000936,5,0,NA
0000936,3,0,NA
0000936,27,2,0
0000936,9,0,NA
0000937,48,2,5916
0000937,16,2,2842
0000938,48,1,28535
0000938,14,0,NA
0000939,66,1,28999
0000940,60,1,48140
0000941,64,2,160080
0000941,63,2,5800
0000942,44,1,104400
0000942,51,1,19720
0000942,19,1,2900
0000942,17,1,2900
0000943,67,2,27549
0000944,28,1,14499
0000944,26,1,33640
0000945,27,1,27839
0000945,28,1,32015
0000946,78,2,54287
0000946,78,2,8352
0000947,71,2,25404
0000948,48,2,26853
0000948,72,2,6380
0000949,59,1,63799
0000949,57,1,65540
0000950,23,1,14499
0000950,24,2,0
0000951,41,1,72500
0000951,39,2,11890
0000951,8,0,NA
0000951,5,0,NA
0000952,59,1,81200
0000952,56,1,6959
0000952,24,1,568
0000953,65,2,14789
0000953,65,2,26332
0000954,39,1,63219
0000955,28,1,27839
0000955,29,2,0
0000955,3,0,NA
0000955,1,0,NA
0000956,64,1,27839
0000956,61,1,22707
0000957,72,2,6380
0000957,85,2,9976
0000958,77,2,27723
0000959,49,2,35960
0000959,24,1,17400
0000959,19,2,0
0000959,13,0,NA
0000960,33,1,104516
0000960,31,2,0
0000960,5,0,NA
0000960,2,0,NA
0000961,45,1,29579
0000962,45,1,59449
0000962,46,1,63799
0000962,14,0,NA
0000963,40,1,25230
0000963,51,1,52895
0000963,4,0,NA
0000964,42,1,57999
0000965,39,1,46748
0000965,13,0,NA
0000965,12,0,NA
0000965,8,0,NA
0000966,50,1,44950
0000966,22,2,4872
0000967,87,0,NA
0000968,48,1,145
0000968,52,1,46400
0000969,38,2,0
0000969,37,1,57999
0000969,5,0,NA
0000969,0,0,NA
0000970,69,2,16239
0000971,47,1,160660
0000971,75,2,812
0000972,48,1,87638
0000972,45,1,2958
0000972,21,1,290
0000972,14,0,NA
0000973,45,1,71978
0000974,22,0,NA
0000974,2,0,NA
0000974,0,0,NA
0000974,27,1,32479
0000975,52,1,53359
0000975,73,2,27839
0000975,26,2,12470
0000976,61,1,17342
0000976,66,0,NA
0000977,52,2,5104
0000978,34,1,29034
0000978,34,1,23200
0000979,58,1,34220
0000979,53,2,0
0000979,22,2,0
0000980,44,1,49300
0000980,43,1,70783
0000980,5,0,NA
0000981,43,0,NA
0000981,35,0,NA
0000981,0,0,NA
0000981,16,0,NA
0000981,8,0,NA
0000982,69,2,33640
0000982,87,2,13919
0000983,46,1,72558
0000983,49,2,0
0000983,12,0,NA
0000983,11,0,NA
0000984,34,1,52200
0000985,47,1,34800
0000985,10,0,NA
0000985,6,0,NA
0000985,26,1,14499
0000986,44,1,38860
0000986,48,1,84100
0000986,16,2,0
0000986,14,0,NA
0000986,12,0,NA
0000986,12,0,NA
0000987,72,2,1334
0000987,72,2,7655
0000987,17,2,696
0000988,59,2,28941
0000988,55,1,46400
0000988,26,1,9280
0000988,23,1,6380
0000988,27,1,17400
0000989,86,2,18850
0000990,55,2,580
0000991,67,2,17690
0000991,54,1,46400
0000992,29,0,NA
0000992,28,0,NA
0000993,70,2,7655
0000994,63,0,NA
0000995,57,1,351480
0000995,51,2,0
0000995,21,1,3363
0000996,61,1,388020
0000996,62,2,8468
0000996,26,2,10150
0000996,27,2,72500
0000997,31,2,0
0000997,32,1,27839
0000997,2,0,NA
0000998,72,2,8352
0000999,58,1,17400
0000999,28,1,40600
0000999,55,2,0
0001000,39,1,27839
0001001,55,2,21286
0001001,40,1,5800
0001002,73,0,NA
0001003,34,2,4176
0001003,43,1,41760
0001003,2,0,NA
0001004,57,2,17226
0001005,70,2,218659
0001006,94,2,10451
0001007,36,1,46400
0001007,21,1,14499
0001008,70,2,51910
0001008,69,2,7829
0001009,60,1,13861
0001009,27,1,9280
0001009,26,1,9280
0001010,53,1,41760
0001010,23,1,1739
0001010,59,1,52200
0001011,85,0,NA
0001012,66,1,21228
0001012,66,2,12528
0001013,32,1,12180
0001013,33,1,113679
0001013,1,0,NA
0001013,60,2,2088
0001014,85,2,2726
0001015,63,2,87
0001015,71,2,13919
0001016,62,2,3537
0001016,62,2,1276
0001016,35,2,19488
0001017,53,2,5742
0001017,52,1,34800
0001018,29,1,24940
0001018,31,1,10440
0001018,1,0,NA
0001019,39,1,9280
0001020,73,1,67686
0001020,69,1,51388
0001021,44,1,14789
0001022,75,0,NA
0001023,46,1,28999
0001024,61,1,28767
0001024,55,2,8352
0001024,25,1,8700
0001024,15,0,NA
0001024,87,2,4872
0001025,75,2,11716
0001025,76,2,19488
0001026,54,1,-3769
0001026,44,0,NA
0001026,23,0,NA
0001026,18,0,NA
0001027,82,1,22678
0001027,63,1,52200
0001028,38,2,4930
0001029,86,0,NA
0001030,27,1,30159
0001031,63,1,16820
0001031,66,2,18908
0001032,43,1,20300
0001032,42,0,NA
0001032,21,0,NA
0001032,18,0,NA
0001032,14,0,NA
0001032,11,0,NA
0001032,6,0,NA
0001033,36,1,290
0001034,58,1,60899
0001034,57,2,3305
0001035,51,1,0
0001035,49,1,26100
0001035,3,0,NA
0001035,3,0,NA
0001036,48,1,35960
0001037,78,2,53475
0001037,70,2,14267
0001038,46,1,31319
0001038,43,1,4059
0001038,10,0,NA
0001039,49,1,64379
0001040,35,1,13919
0001040,32,1,17400
0001041,88,2,16239
0001042,44,1,22040
0001042,32,1,39440
0001042,15,0,NA
0001042,12,0,NA
0001042,58,2,0
0001042,54,1,23200
0001043,33,1,32479
0001043,31,2,0
0001044,57,2,7540
0001045,54,1,69600
0001045,41,1,44660
